location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
6830 Nw 83rd Ter MO 64152,39.245669,-94.659747,0.65,rooftop,6830.0,NW 83rd Ter,,,Kansas City,MO,Platte County,64151,US,City of Kansas City
9551 N Mcgee St MO 64155,39.265413,-94.576397,1.0,rooftop,9551.0,N McGee St,,,Kansas City,MO,Clay County,64155,US,City of Kansas City
150 Nw Barry Rd MO 64155,39.247114,-94.58272,1.0,rooftop,150.0,NW Barry Rd,,,Kansas City,MO,Clay County,64155,US,City of Kansas City
9701 N Ash Ave MO 64157,39.26794,-94.451153,1.0,rooftop,9701.0,N Ash Ave,,,Kansas City,MO,Clay County,64157,US,City of Kansas City
9851 Ne Barry Rd MO 64157,39.244029,-94.46248800000001,0.85,rooftop,9851.0,NE Barry Rd,,,Kansas City,MO,Clay County,64158,US,City of Kansas City
8301 N Church Rd MO 64158,39.243107,-94.45963499999999,0.86,nearest_rooftop_match,8281.0,N Church Rd,,,Kansas City,MO,Clay County,64158,US,City of Kansas City
1100 Main St MO 64105,39.100563,-94.583561,1.0,rooftop,1100.0,Main St,,,Kansas City,MO,Jackson County,64105,US,Jackson
2301 Holmes St MO 64108,39.084213,-94.575255,1.0,rooftop,2301.0,Holmes St,,,Kansas City,MO,Jackson County,64108,US,City of Kansas City
3255 Main St MO 64111,39.066988,-94.585132,1.0,rooftop,3255.0,Main St,,,Kansas City,MO,Jackson County,64111,US,Jackson
3741 Broadway St MO 64111,39.059615,-94.59045400000001,1.0,range_interpolation,3741.0,Broadway St,,,Kansas City,MO,Jackson County,64111,US,TIGER/Line® dataset from the US Census Bureau
500 Nichols Rd MO 64112,39.041656,-94.59431500000001,1.0,rooftop,500.0,Nichols Rd,,,Kansas City,MO,Jackson County,64112,US,Jackson
7887 State Line Rd MO 64114,38.986046,-94.607744,1.0,rooftop,7887.0,State Line Rd,,,Kansas City,MO,Jackson County,64114,US,Jackson
1300 W 103rd St MO 64114,38.942316,-94.607303,1.0,rooftop,1300.0,W 103rd St,,,Kansas City,MO,Jackson County,64114,US,Jackson
8326 Wornall Rd MO 64114,38.976337,-94.59536,1.0,rooftop,8326.0,Wornall Rd,,,Kansas City,MO,Jackson County,64114,US,Jackson
4002 N Oak Trfy MO 64116,39.167448,-94.57746800000001,1.0,rooftop,4002.0,N Oak Trfy,,,Kansas City,MO,Clay County,64116,US,City of Kansas City
2200 Vernon St MO 64116,39.146868,-94.55636700000001,1.0,range_interpolation,2200.0,Vernon St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau
4400 N Chouteau Trfy MO 64117,39.1731,-94.535263,1.0,range_interpolation,4400.0,N Chouteau Trfy,,,Kansas City,MO,Clay County,64117,US,TIGER/Line® dataset from the US Census Bureau
7412 N Oak Trfy MO 64118,39.228559000000004,-94.576229,1.0,range_interpolation,7412.0,N Oak Trfy,,,Kansas City,MO,Clay County,64118,US,TIGER/Line® dataset from the US Census Bureau
6305 N Antioch Rd MO 64119,39.20843,-94.54832900000001,1.0,range_interpolation,6305.0,N Antioch Rd,,,Kansas City,MO,Clay County,64119,US,TIGER/Line® dataset from the US Census Bureau
290 Us 69 MO 64119,39.199958,-94.50003000000001,1.0,range_interpolation,290.0,US Hwy 69,,,Kansas City,MO,Clay County,64119,US,TIGER/Line® dataset from the US Census Bureau
7207 N Hwy M1 MO 64119,39.227657,-94.545053,0.3,street_center,,N Indiana Ave,,,Kansas City,MO,Clay County,64119,US,TIGER/Line® dataset from the US Census Bureau
6701 E Front St MO 64120,39.129752,-94.503562,1.0,rooftop,6701.0,E Front St,,,Kansas City,MO,Jackson County,64120,US,Jackson
5347 Independence Ave MO 64124,39.10502,-94.519696,1.0,rooftop,5347.0,Independence Ave,,,Kansas City,MO,Jackson County,64124,US,Jackson
1421 Prospect Ave MO 64127,39.095496000000004,-94.551194,1.0,rooftop,1421.0,Prospect Ave,,,Kansas City,MO,Jackson County,64127,US,Jackson
3051 Van Brunt Blvd MO 64128,39.069225,-94.520122,1.0,rooftop,3051.0,Van Brunt Blvd,,,Kansas City,MO,Jackson County,64128,US,Jackson
6996 Eastwood Trfy MO 64129,39.031296000000005,-94.503578,1.0,rooftop,6996.0,Eastwood Trfy,,,Kansas City,MO,Jackson County,64129,US,Jackson
6406 Troost Ave MO 64131,39.011065,-94.575159,1.0,rooftop,6406.0,Troost Ave,,,Kansas City,MO,Jackson County,64131,US,Jackson
11290 Holmes Rd MO 64131,38.921490000000006,-94.584058,1.0,rooftop,11290.0,Holmes Rd,,,Kansas City,MO,Jackson County,64131,US,Jackson
8304 Hickman Mills Dr MO 64132,38.975998,-94.55545699999999,1.0,rooftop,8304.0,Hickman Mills Dr,,,Kansas City,MO,Jackson County,64132,US,Jackson
8909 E Mo-350 MO 64133,38.997236,-94.478852,1.0,rooftop,8909.0,E M 350 Hwy,,,Kansas City,MO,Jackson County,64133,US,Jackson
4398 E 115th St MO 64137,38.917303000000004,-94.537074,1.0,range_interpolation,4398.0,E 115th St,,,Kansas City,MO,Jackson County,64137,US,TIGER/Line® dataset from the US Census Bureau
5620 E Bannister Rd MO 64137,38.95366,-94.525798,1.0,rooftop,5620.0,E Bannister Rd,,,Kansas City,MO,Jackson County,64137,US,City of Kansas City
7700 E 87th St MO 64138,38.966649,-94.49867900000001,1.0,rooftop,7700.0,E 87th St,,,Raytown,MO,Jackson County,64138,US,Jackson
13100 Mo-350 MO 64139,38.965678000000004,-94.42841700000001,0.85,rooftop,13100.0,Blue Pkwy,,,Kansas City,MO,Jackson County,64138,US,City of Kansas City
13301 State Line Rd MO 64145,38.886239,-94.607394,1.0,rooftop,13301.0,State Line Rd,,,Kansas City,MO,Jackson County,64145,US,Jackson
5353 Nw 64th St MO 64151,39.209955,-94.64222099999999,1.0,rooftop,5353.0,NW 64th St,,,Kansas City,MO,Platte County,64151,US,City of Kansas City
6830 Nw 83rd Ter MO 64152,39.245669,-94.659747,0.65,rooftop,6830.0,NW 83rd Ter,,,Kansas City,MO,Platte County,64151,US,City of Kansas City
9551 N Mcgee St MO 64155,39.265413,-94.576397,1.0,rooftop,9551.0,N McGee St,,,Kansas City,MO,Clay County,64155,US,City of Kansas City
150 Nw Barry Rd MO 64155,39.247114,-94.58272,1.0,rooftop,150.0,NW Barry Rd,,,Kansas City,MO,Clay County,64155,US,City of Kansas City
9701 N Ash Ave MO 64157,39.26794,-94.451153,1.0,rooftop,9701.0,N Ash Ave,,,Kansas City,MO,Clay County,64157,US,City of Kansas City
9851 Ne Barry Rd MO 64157,39.244029,-94.46248800000001,0.85,rooftop,9851.0,NE Barry Rd,,,Kansas City,MO,Clay County,64158,US,City of Kansas City
8301 N Church Rd MO 64158,39.243107,-94.45963499999999,0.86,nearest_rooftop_match,8281.0,N Church Rd,,,Kansas City,MO,Clay County,64158,US,City of Kansas City
2210 N Baltimore St MO 63501,40.215056,-92.58223199999999,1.0,range_interpolation,2210.0,N Baltimore St,,,Kirksville,MO,Adair County,63501,US,TIGER/Line® dataset from the US Census Bureau
1401 S Baltimore St MO 63501,40.183588,-92.57208100000001,0.9,range_interpolation,1401.0,S Baltimore St,,,Kirksville,MO,Adair County,63501,US,TIGER/Line® dataset from the US Census Bureau
2210 N Baltimore St MO 63501,40.215056,-92.58223199999999,1.0,range_interpolation,2210.0,N Baltimore St,,,Kirksville,MO,Adair County,63501,US,TIGER/Line® dataset from the US Census Bureau
1401 S Baltimore St MO 63501,40.183588,-92.57208100000001,0.9,range_interpolation,1401.0,S Baltimore St,,,Kirksville,MO,Adair County,63501,US,TIGER/Line® dataset from the US Census Bureau
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
885 Robert Raymond Dr MO 63367,38.768727,-90.782544,1.0,rooftop,885.0,Robert Raymond Dr,,,Lake Saint Louis,MO,St. Charles County,63367,US,St Charles
900 E Langsford Rd MO 64063,38.917781,-94.361899,1.0,range_interpolation,900.0,E Langsford Rd,,,Lees Summit,MO,Jackson County,64063,US,TIGER/Line® dataset from the US Census Bureau
1809 Blue Pkwy MO 64063,38.903604,-94.33890500000001,1.0,rooftop,1809.0,SE Blue Pkwy,,,Lees Summit,MO,Jackson County,64063,US,Jackson
901 Nw Chipman Rd MO 64063,38.925345,-94.399091,1.0,rooftop,901.0,NW Chipman Rd,,,Lees Summit,MO,Jackson County,64063,US,Jackson
900 Ne Columbus St MO 64086,38.92126,-94.359712,1.0,rooftop,900.0,NE Columbus St,,,Lees Summit,MO,Jackson County,64086,US,Jackson
900 E Langsford Rd MO 64063,38.917781,-94.361899,1.0,range_interpolation,900.0,E Langsford Rd,,,Lees Summit,MO,Jackson County,64063,US,TIGER/Line® dataset from the US Census Bureau
1809 Blue Pkwy MO 64063,38.903604,-94.33890500000001,1.0,rooftop,1809.0,SE Blue Pkwy,,,Lees Summit,MO,Jackson County,64063,US,Jackson
901 Nw Chipman Rd MO 64063,38.925345,-94.399091,1.0,rooftop,901.0,NW Chipman Rd,,,Lees Summit,MO,Jackson County,64063,US,Jackson
900 Ne Columbus St MO 64086,38.92126,-94.359712,1.0,rooftop,900.0,NE Columbus St,,,Lees Summit,MO,Jackson County,64086,US,Jackson
1304 E Highway 24 MO 65270,39.437961,-92.445983,0.6,street_center,,US Hwy 24,,,Moberly,MO,Randolph County,65270,US,TIGER/Line® dataset from the US Census Bureau
1501 N Morley St MO 65270,39.434248,-92.433081,1.0,range_interpolation,1501.0,N Morley St,,,Moberly,MO,Randolph County,65270,US,TIGER/Line® dataset from the US Census Bureau
1304 E Highway 24 MO 65270,39.437961,-92.445983,0.6,street_center,,US Hwy 24,,,Moberly,MO,Randolph County,65270,US,TIGER/Line® dataset from the US Census Bureau
1501 N Morley St MO 65270,39.434248,-92.433081,1.0,range_interpolation,1501.0,N Morley St,,,Moberly,MO,Randolph County,65270,US,TIGER/Line® dataset from the US Census Bureau
3200 Lusk Dr MO 64850,36.84171,-94.39426999999999,0.6,street_center,,Lusk Dr,,,Neosho,MO,Newton County,64850,US,TIGER/Line® dataset from the US Census Bureau
708 S Neosho Blvd MO 64850,36.862898,-94.382068,1.0,range_interpolation,708.0,S Neosho Blvd,,,Neosho,MO,Newton County,64850,US,TIGER/Line® dataset from the US Census Bureau
3200 Lusk Dr MO 64850,36.84171,-94.39426999999999,0.6,street_center,,Lusk Dr,,,Neosho,MO,Newton County,64850,US,TIGER/Line® dataset from the US Census Bureau
708 S Neosho Blvd MO 64850,36.862898,-94.382068,1.0,range_interpolation,708.0,S Neosho Blvd,,,Neosho,MO,Newton County,64850,US,TIGER/Line® dataset from the US Census Bureau
201 W Austin Blvd MO 64772,37.837334999999996,-94.358026,1.0,range_interpolation,201.0,W Austin Blvd,,,Nevada,MO,Vernon County,64772,US,TIGER/Line® dataset from the US Census Bureau
2250 Lincoln Ave MO 89301,39.254771999999996,-114.875658,1.0,range_interpolation,2250.0,Lincoln Ave,,,Ely,NV,White Pine County,89301,US,TIGER/Line® dataset from the US Census Bureau
201 W Austin Blvd MO 64772,37.837334999999996,-94.358026,1.0,range_interpolation,201.0,W Austin Blvd,,,Nevada,MO,Vernon County,64772,US,TIGER/Line® dataset from the US Census Bureau
2250 Lincoln Ave MO 89301,39.254771999999996,-114.875658,1.0,range_interpolation,2250.0,Lincoln Ave,,,Ely,NV,White Pine County,89301,US,TIGER/Line® dataset from the US Census Bureau
4001 Crusher Dr MO 63304,38.703508,-90.66752199999999,0.33,place,,,,,Saint Charles,MO,St. Charles County,63304,US,TIGER/Line® dataset from the US Census Bureau
2144 W Terra Ln MO 63366,38.805288,-90.769806,1.0,rooftop,2144.0,W Terra Ln,,,O Fallon,MO,St. Charles County,63366,US,St Charles
1001 N Main St MO 63366,38.822025,-90.700147,1.0,rooftop,1001.0,N Main St,,,O Fallon,MO,St. Charles County,63366,US,St Charles
101 McDonald Ln MO 63366,38.801726,-90.69935100000001,1.0,rooftop,101.0,McDonald Ln,,,O Fallon,MO,St. Charles County,63366,US,St Charles
2915 Highway K MO 63368,38.758881,-90.700941,1.0,rooftop,2915.0,Highway K,,,O Fallon,MO,St. Charles County,63368,US,St Charles
4001 Crusher Dr MO 63304,38.703508,-90.66752199999999,0.33,place,,,,,Saint Charles,MO,St. Charles County,63304,US,TIGER/Line® dataset from the US Census Bureau
2144 W Terra Ln MO 63366,38.805288,-90.769806,1.0,rooftop,2144.0,W Terra Ln,,,O Fallon,MO,St. Charles County,63366,US,St Charles
1001 N Main St MO 63366,38.822025,-90.700147,1.0,rooftop,1001.0,N Main St,,,O Fallon,MO,St. Charles County,63366,US,St Charles
101 McDonald Ln MO 63366,38.801726,-90.69935100000001,1.0,rooftop,101.0,McDonald Ln,,,O Fallon,MO,St. Charles County,63366,US,St Charles
2915 Highway K MO 63368,38.758881,-90.700941,1.0,rooftop,2915.0,Highway K,,,O Fallon,MO,St. Charles County,63368,US,St Charles
Osage Beach Pkwy MO 65065,38.131001,-92.671943,1.0,place,,,,,Osage Beach,MO,Camden County,65065,US,TIGER/Line® dataset from the US Census Bureau
4072 Highway 54 MO 65065,38.088544,-92.69074499999999,0.6,street_center,,US Hwy 54,,,Osage Beach,MO,Camden County,65065,US,TIGER/Line® dataset from the US Census Bureau
Osage Beach Pkwy MO 65065,38.131001,-92.671943,1.0,place,,,,,Osage Beach,MO,Camden County,65065,US,TIGER/Line® dataset from the US Census Bureau
4072 Highway 54 MO 65065,38.088544,-92.69074499999999,0.6,street_center,,US Hwy 54,,,Osage Beach,MO,Camden County,65065,US,TIGER/Line® dataset from the US Census Bureau
5699 Fox Creek Rd MO 63069,38.506475,-90.678605,1.0,rooftop,5699.0,Fox Creek Rd,,,Eureka,MO,St. Louis County,63069,US,St Louis
1620 W Union St MO 63069,38.484178,-90.759105,1.0,range_interpolation,1620.0,W Union St,,,Pacific,MO,Franklin County,63069,US,TIGER/Line® dataset from the US Census Bureau
5699 Fox Creek Rd MO 63069,38.506475,-90.678605,1.0,rooftop,5699.0,Fox Creek Rd,,,Eureka,MO,St. Louis County,63069,US,St Louis
1620 W Union St MO 63069,38.484178,-90.759105,1.0,range_interpolation,1620.0,W Union St,,,Pacific,MO,Franklin County,63069,US,TIGER/Line® dataset from the US Census Bureau
1302 S Perryville Blvd MO 63775,37.711603000000004,-89.89165,1.0,rooftop,1302.0,S Perryville Blvd,,,Perryville,MO,Perry County,63775,US,City of Perryville
S Perryville Blvd MO 63775,37.71137,-89.890815,1.0,street_center,,S Perryville Blvd,,,Perryville,MO,Perry County,63775,US,TIGER/Line® dataset from the US Census Bureau
1302 S Perryville Blvd MO 63775,37.711603000000004,-89.89165,1.0,rooftop,1302.0,S Perryville Blvd,,,Perryville,MO,Perry County,63775,US,City of Perryville
S Perryville Blvd MO 63775,37.71137,-89.890815,1.0,street_center,,S Perryville Blvd,,,Perryville,MO,Perry County,63775,US,TIGER/Line® dataset from the US Census Bureau
2783 N Westwood Blvd MO 63901,36.787172999999996,-90.430801,1.0,range_interpolation,2783.0,N Westwood Blvd,,,Poplar Bluff,MO,Butler County,63901,US,TIGER/Line® dataset from the US Census Bureau
333 S Westwood Blvd MO 63901,36.756026,-90.408245,1.0,range_interpolation,333.0,S Westwood Blvd,,,Poplar Bluff,MO,Butler County,63901,US,TIGER/Line® dataset from the US Census Bureau
2783 N Westwood Blvd MO 63901,36.787172999999996,-90.430801,1.0,range_interpolation,2783.0,N Westwood Blvd,,,Poplar Bluff,MO,Butler County,63901,US,TIGER/Line® dataset from the US Census Bureau
333 S Westwood Blvd MO 63901,36.756026,-90.408245,1.0,range_interpolation,333.0,S Westwood Blvd,,,Poplar Bluff,MO,Butler County,63901,US,TIGER/Line® dataset from the US Census Bureau
5260 Blue Ridge Blvd MO 64133,39.026517999999996,-94.442468,1.0,rooftop,5260.0,Blue Ridge Blvd,,,Raytown,MO,Jackson County,64133,US,Jackson
8909 E State Route 350 MO 64133,38.997236,-94.478852,1.0,rooftop,8909.0,E M 350 Hwy,,,Kansas City,MO,Jackson County,64133,US,Jackson
5260 Blue Ridge Blvd MO 64133,39.026517999999996,-94.442468,1.0,rooftop,5260.0,Blue Ridge Blvd,,,Raytown,MO,Jackson County,64133,US,Jackson
8909 E State Route 350 MO 64133,38.997236,-94.478852,1.0,rooftop,8909.0,E M 350 Hwy,,,Kansas City,MO,Jackson County,64133,US,Jackson
500 S Bishop Ave MO 65401,37.938696,-91.77748000000001,1.0,range_interpolation,500.0,S Bishop Ave,,,Rolla,MO,Phelps County,65401,US,TIGER/Line® dataset from the US Census Bureau
1106 Kingshighway St MO 65401,37.944427000000005,-91.785588,1.0,range_interpolation,1106.0,Kingshighway,,,Rolla,MO,Phelps County,65401,US,TIGER/Line® dataset from the US Census Bureau
500 S Bishop Ave MO 65401,37.938696,-91.77748000000001,1.0,range_interpolation,500.0,S Bishop Ave,,,Rolla,MO,Phelps County,65401,US,TIGER/Line® dataset from the US Census Bureau
1106 Kingshighway St MO 65401,37.944427000000005,-91.785588,1.0,range_interpolation,1106.0,Kingshighway,,,Rolla,MO,Phelps County,65401,US,TIGER/Line® dataset from the US Census Bureau
3101 W Broadway Blvd MO 65301,38.708564,-93.264932,1.0,range_interpolation,3101.0,W Broadway Blvd,,,Sedalia,MO,Pettis County,65301,US,TIGER/Line® dataset from the US Census Bureau
1611 S Limit Ave MO 65301,38.672579,-93.251594,0.6,street_center,,S Limit Ave,,,Sedalia,MO,Pettis County,65301,US,TIGER/Line® dataset from the US Census Bureau
3201 W Broadway Blvd MO 65301,38.709145,-93.267354,1.0,range_interpolation,3201.0,W Broadway Blvd,,,Sedalia,MO,Pettis County,65301,US,TIGER/Line® dataset from the US Census Bureau
3101 W Broadway Blvd MO 65301,38.708564,-93.264932,1.0,range_interpolation,3101.0,W Broadway Blvd,,,Sedalia,MO,Pettis County,65301,US,TIGER/Line® dataset from the US Census Bureau
1611 S Limit Ave MO 65301,38.672579,-93.251594,0.6,street_center,,S Limit Ave,,,Sedalia,MO,Pettis County,65301,US,TIGER/Line® dataset from the US Census Bureau
3201 W Broadway Blvd MO 65301,38.709145,-93.267354,1.0,range_interpolation,3201.0,W Broadway Blvd,,,Sedalia,MO,Pettis County,65301,US,TIGER/Line® dataset from the US Census Bureau
2605 E Malone Ave MO 63801,36.89093,-89.53609300000001,1.0,rooftop,2605.0,Malone Ave E,,,Sikeston,MO,Scott County,63801,US,Scott
E Malone Ave MO 63801,36.885019,-89.559776,1.0,street_center,,E Malone Ave,,,Sikeston,MO,Scott County,63801,US,TIGER/Line® dataset from the US Census Bureau
1301 S Main St MO 63801,36.864246,-89.582202,0.9,range_interpolation,1301.0,S Main St,,,Sikeston,MO,New Madrid County,63801,US,TIGER/Line® dataset from the US Census Bureau
2605 E Malone Ave MO 63801,36.89093,-89.53609300000001,1.0,rooftop,2605.0,Malone Ave E,,,Sikeston,MO,Scott County,63801,US,Scott
E Malone Ave MO 63801,36.885019,-89.559776,1.0,street_center,,E Malone Ave,,,Sikeston,MO,Scott County,63801,US,TIGER/Line® dataset from the US Census Bureau
1301 S Main St MO 63801,36.864246,-89.582202,0.9,range_interpolation,1301.0,S Main St,,,Sikeston,MO,New Madrid County,63801,US,TIGER/Line® dataset from the US Census Bureau
3510 W Chestnut Expy MO 65802,37.211708,-93.349638,1.0,rooftop,3510.0,W Chestnut Expy,,,Springfield,MO,Greene County,65802,US,Greene
3250 E Chestnut Expy MO 65802,37.209263,-93.228759,1.0,rooftop,3250.0,E Chestnut Expy,,,Springfield,MO,Greene County,65802,US,Greene
528 S Glenstone Ave MO 65802,37.204126,-93.26139599999999,1.0,rooftop,528.0,S Glenstone Ave,,,Springfield,MO,Greene County,65802,US,Greene
234 South National Avenue MO 65802,37.208365,-93.27558,1.0,rooftop,234.0,S National Ave,,,Springfield,MO,Greene County,65802,US,Greene
2811 N Kansas Expy MO 65803,37.247765,-93.31142,1.0,rooftop,2811.0,N Kansas Expy,,,Springfield,MO,Greene County,65803,US,Greene
1114 W Kearney St MO 65803,37.240512,-93.303953,1.0,rooftop,1114.0,W Kearney St,,,Springfield,MO,Greene County,65803,US,Greene
2220 N Glenstone Ave MO 65803,37.236674,-93.26055500000001,1.0,rooftop,2220.0,N Glenstone Ave,,,Springfield,MO,Greene County,65803,US,Greene
2115 E Independence St MO 65804,37.142661,-93.256063,1.0,rooftop,2115.0,E Independence St,,,Springfield,MO,Greene County,65804,US,Greene
1221 E Kingsley St MO 65804,37.140109,-93.277466,1.0,rooftop,1221.0,E Kingsley St,,,Springfield,MO,Greene County,65804,US,Greene
2512 E Sunshine St MO 65804,37.180644,-93.246274,1.0,rooftop,2512.0,E Sunshine St,,,Springfield,MO,Greene County,65804,US,Greene
1607 E Battlefield St MO 65804,37.160002,-93.266769,1.0,rooftop,1607.0,E Battlefield Rd,,,Springfield,MO,Greene County,65804,US,Greene
3320 E Battlefield St MO 65804,37.157647999999995,-93.227589,1.0,rooftop,3320.0,E Battlefield Rd,,,Springfield,MO,Greene County,65804,US,Greene
